Wed Mar 12 13:46:48 2025    cnv_purple_profile

         506475981 function calls (494362664 primitive calls) in 691.605 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    33194    0.357    0.000    6.393    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:784(set_clip_path)
   160300    0.288    0.000    6.353    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:2408(transform_affine)
   952374    2.484    0.000    6.128    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/series.py:1220(_get_value)
   984770    0.901    0.000    6.054    0.000 {method 'any' of 'numpy.ndarray' objects}
  1254760    3.431    0.000    5.819    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2716(new_block)
  1256136    1.450    0.000    5.809    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/managers.py:236(set_axis)
  3171278    2.381    0.000    5.762    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/series.py:831(_values)
   246052    3.338    0.000    5.746    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexers/utils.py:239(maybe_convert_indices)
        4    0.000    0.000    5.621    1.405 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/ggplot.py:338(_build)
   190836    0.817    0.000    5.573    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/path.py:413(iter_bezier)
  2170812    1.076    0.000    5.528    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/lib/_function_base_impl.py:1989(place)
   258520    1.155    0.000    5.421    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/common.py:97(is_bool_indexer)
   192812    0.724    0.000    5.136    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/patches.py:792(_convert_units)
  1259300    1.516    0.000    5.133    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:7688(maybe_extract_name)
988628/988560    0.688    0.000    5.080    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:101(isna)
  1257226    2.609    0.000    4.985    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2645(maybe_coerce_values)
   747602    1.143    0.000    4.973    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/common.py:137(is_object_dtype)
   723604    1.543    0.000    4.954    0.000 {method 'all' of 'numpy.generic' objects}
  1217254    0.863    0.000    4.654    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/ops/dispatch.py:17(should_extension_dispatch)
    31830    1.854    0.000    4.653    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:93(draw_path)
  2188484    2.717    0.000    4.537    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexing.py:2765(check_dict_or_set_indexers)
   889088    1.846    0.000    4.506    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:1886(__init__)
  4957152    3.071    0.000    4.500    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:334(is_hashable)
  2170812    4.452    0.000    4.452    0.000 {built-in method numpy._core._multiarray_umath._place}
        8    0.002    0.000    4.417    0.552 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:4463(get_tightbbox)
   162402    0.556    0.000    4.413    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:804(from_extents)
988628/988560    1.551    0.000    4.392    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:184(_isna)
   487574    0.660    0.000    4.383    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/computation/expressions.py:226(evaluate)
   242698    0.398    0.000    4.367    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/compat/numpy/function.py:413(validate_func)
    33606    0.358    0.000    4.364    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/backends/backend_cairo.py:119(draw_path)
  1256136    1.605    0.000    4.358    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/base.py:86(_validate_set_axis)
  4943524    2.397    0.000    4.340    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1590(<genexpr>)
  3210242    3.791    0.000    4.273    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/construction.py:481(ensure_wrapped_if_datetimelike)
    32000    0.201    0.000    4.269    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/frame.py:1505(iterrows)
     1438    0.008    0.000    4.261    0.003 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:1596(_get_tick)
        8    0.000    0.000    4.178    0.522 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:4431(get_default_bbox_extra_artists)
        8    0.149    0.019    4.169    0.521 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:4460(<listcomp>)
   490278    0.713    0.000    4.119    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/compat/numpy/function.py:64(__call__)
  6587806    2.799    0.000    4.106    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/range.py:999(__len__)
        8    0.002    0.000    4.017    0.502 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/facets/layout.py:110(map_position)
       64    0.020    0.000    3.978    0.062 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/scales/scales.py:146(map)
    63664    0.449    0.000    3.952    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:872(_fully_clipped_to_axes)
   240298    0.348    0.000    3.912    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/nanops.py:209(_maybe_get_mask)
  1218392    3.046    0.000    3.911    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/construction.py:769(_try_cast)
        4    0.001    0.000    3.880    0.970 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/ggplot.py:452(_draw_breaks_and_labels)
    32000    0.321    0.000    3.874    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/patches.py:748(__init__)
  1218580    1.509    0.000    3.839    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/generic.py:511(_validate_dtype)
   510114    0.763    0.000    3.830    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/generic.py:339(_from_mgr)
        2    0.000    0.000    3.828    1.914 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/pyplot.py:2827(tight_layout)
        2    0.000    0.000    3.828    1.914 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/figure.py:3608(tight_layout)
        2    0.000    0.000    3.828    1.914 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/layout_engine.py:163(execute)
   159030    2.285    0.000    3.777    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/bezier.py:208(__call__)
  1209306    2.617    0.000    3.745    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:3777(get_loc)
   487574    0.384    0.000    3.723    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/computation/expressions.py:67(_evaluate_standard)
    20/12    0.000    0.000    3.707    0.309 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:1395(_get_tightbbox_for_layout_only)
  1271302    3.032    0.000    3.689    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/_config/config.py:635(_get_root)
        2    0.000    0.000    3.657    1.829 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/_tight_layout.py:194(get_tight_layout_figure)
        2    0.000    0.000    3.657    1.828 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/_tight_layout.py:20(_auto_adjust_subplotpars)
  2485150    2.333    0.000    3.637    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/construction.py:416(extract_array)
   404532    0.433    0.000    3.633    0.000 {method 'all' of 'numpy.ndarray' objects}
       92    0.005    0.000    3.597    0.039 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/facets/facet.py:302(set_limits_breaks_and_labels)
     1438    0.080    0.000    3.537    0.002 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:59(__init__)
     1088    0.003    0.000    3.504    0.003 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:73(wrapper)
        4    0.000    0.000    3.495    0.874 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/ggplot.py:445(_draw_layers)
        4    0.000    0.000    3.495    0.874 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/layer.py:460(draw)
       16    0.001    0.000    3.495    0.218 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/layer.py:348(draw)
       16    0.011    0.001    3.456    0.216 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/geoms/geom.py:264(draw_layer)
   753690    1.355    0.000    3.441    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1434(_is_dtype_type)
   242650    1.461    0.000    3.406    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/util/_validators.py:168(validate_args_and_kwargs)
   255738    0.504    0.000    3.395    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/frame.py:678(_constructor_sliced_from_mgr)
  3171278    2.842    0.000    3.380    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/managers.py:2004(internal_values)
  1254998    1.229    0.000    3.363    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/common.py:568(require_length_match)
79188/79168    0.408    0.000    3.345    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:1188(_update_props)
    32482    0.409    0.000    3.309    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/patches.py:48(__init__)
   487014    0.963    0.000    3.289    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/ops/array_ops.py:352(na_logical_op)
   256662    2.354    0.000    3.286    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/internals/managers.py:1012(iget)
   494512    0.561    0.000    3.266    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/common.py:536(is_string_dtype)
   725192    3.074    0.000    3.249    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/lib/_stride_tricks_impl.py:427(_broadcast_shape)
      376    0.001    0.000    3.239    0.009 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:2183(set_ticks)
75520/75500    0.052    0.000    3.232    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/artist.py:1226(_internal_update)
   389606    0.858    0.000    3.188    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/path.py:347(iter_segments)
       96    0.001    0.000    3.183    0.033 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/figure.py:644(add_subplot)
       96    0.007    0.000    3.177    0.033 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:579(__init__)
      376    0.005    0.000    3.159    0.008 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:2165(_set_tick_locations)
        4    0.000    0.000    3.150    0.787 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/facets/facet.py:137(setup)
        4    0.001    0.000    3.118    0.780 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/facets/facet.py:394(make_figure)
  1259934    1.515    0.000    3.090    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/construction.py:696(_sanitize_ndim)
   227884    0.708    0.000    3.050    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:51(_wrapfunc)
   500052    1.151    0.000    3.015    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1198(is_bool_dtype)
   510404    0.389    0.000    2.996    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:1811(convert_units)
        4    0.001    0.000    2.978    0.745 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/themes/theme.py:273(apply)
   159030    2.020    0.000    2.978    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/bezier.py:199(__init__)
      204    0.004    0.000    2.977    0.015 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/themes/themeable.py:209(apply)
      774    0.016    0.000    2.946    0.004 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:367(__init__)
   974028    1.310    0.000    2.941    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/ops/array_ops.py:410(fill_bool)
  2988380    2.905    0.000    2.921    0.000 {built-in method numpy.array}
   127256    0.138    0.000    2.867    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:371(extents)
   725740    1.491    0.000    2.848    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/numpy/_core/shape_base.py:22(atleast_1d)
3555913/3555793    1.655    0.000    2.830    0.000 {built-in method builtins.hasattr}
   242652    1.382    0.000    2.819    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/apply.py:1247(series_generator)
  1469468    1.612    0.000    2.798    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1596(pandas_dtype)
     2914    0.040    0.000    2.783    0.001 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:957(set_tick_params)
   984398    2.567    0.000    2.774    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/indexes/base.py:5323(__contains__)
       96    0.000    0.000    2.774    0.029 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:1409(clear)
       96    0.008    0.000    2.774    0.029 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axes/_base.py:1277(__clear)
    11514    0.219    0.000    2.771    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/axis.py:302(_apply_params)
  1713946    1.142    0.000    2.739    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/series.py:707(dtype)
  1781986    2.691    0.000    2.691    0.000 {method 'reshape' of 'numpy.ndarray' objects}
   692652    2.687    0.000    2.688    0.000 {built-in method builtins.round}
   487240    1.449    0.000    2.676    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/gsi-qc-etl-1.33/lib/python3.10/site-packages/pandas/core/ops/common.py:103(_maybe_match_name)
318734/159616    0.387    0.000    2.663    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:2377(__eq__)
      956    0.011    0.000    2.628    0.003 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/plotnine/scales/scale_xy.py:197(map)
345858/344389    0.395    0.000    2.626    0.000 {built-in method builtins.next}
        2    0.000    0.000    2.617    1.309 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/lets_plot/_kbridge.py:29(_standardize_plot_spec)
    220/2    0.001    0.000    2.617    1.309 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/lets_plot/_type_utils.py:39(standardize_dict)
1179816/8    1.298    0.000    2.617    0.327 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/lets_plot/_type_utils.py:75(_standardize_value)
    158/2    0.352    0.002    2.617    1.309 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/djerba-1.8.1/lib/python3.10/site-packages/lets_plot/_type_utils.py:95(<listcomp>)
482864/482566    0.697    0.000    2.609    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/transforms.py:2590(get_matrix)
   510412    0.677    0.000    2.607    0.000 /.mounts/labs/gsi/modulator/sw/Ubuntu20.04/oncokb-annotator-3.3.1/lib/python3.10/site-packages/matplotlib/units.py:56(_is_natively_supported)
